player_id,name,team,position,overall_rank,position_rank,tier,ppr_points,points_per_game,vorp,low_ppr,high_ppr,confidence,games,pass_attempts,completions,passing_yards,passing_touchdowns,interceptions,carries,rushing_yards,rushing_touchdowns,targets,receptions,receiving_yards,receiving_touchdowns,fumbles_lost,data_mode,model_version,projection_season
00-0036275,D'Andre Swift,CHI,RB,47,15,10,158.6273907972741,11.363851387173268,27.44524586180131,130.07446045376477,187.18032114078343,0.62,13.958946257984486,,,,,,180.11855724539893,720.7609519257593,7.441256358984467,39.31818879279674,22.937198553617055,172.2163258813303,0.7195188938639728,1.2860935270712777,production,2026.2.0,2026
00-0039338,Brock Bowers,LV,TE,48,4,10,158.88122676258635,14.745020027703166,25.77570080226687,130.28260594532082,187.47984757985188,0.62,10.775246589294413,,,,,,0.0,0.8328131180444518,0.0,75.57127761656788,62.62257864382865,701.4954622307929,4.649437303030549,0.9354016171546714,production,2026.2.0,2026
00-0040666,Omarion Hampton,LAC,RB,49,16,10,154.73990822062268,9.825141733896812,23.55776328514989,126.88672474091061,182.59309170033475,0.62,15.749381781106408,,,,,,142.6,626.75,4.6,40.25,36.8,220.79999999999998,1.15,0.6575458896886592,production,2026.2.0,2026
00-0038544,Quentin Johnston,LAC,WR,50,22,10,162.32646568222998,11.544550132866698,23.047564654672442,133.1077018594286,191.54522950503136,0.62,14.060874075993267,,,,,,2.3,8.049999999999999,0.2960869269721573,85.41067205065666,58.65,726.9413724663511,4.784549256546025,0.15324433275711855,production,2026.2.0,2026
00-0034383,Dalton Schultz,HOU,TE,51,5,10,155.428803682529,10.466692471313872,22.323277722209525,127.4516190196738,183.40598834538423,0.62,14.849849091154029,,,,,,0.017055954281073316,-1.9371426746072156,0.2171249892762066,90.49483673439319,71.39845659439432,641.0140611523306,3.3193249322832985,0.5480221444973525,production,2026.2.0,2026
00-0037840,Kyren Williams,LA,RB,52,17,10,152.77149915626535,11.04122039554234,21.589354220792558,125.2726293081376,180.2703690043931,0.62,13.836468586202992,,,,,,168.80520173011826,723.192415224648,4.649479711222923,37.835814510166706,30.57730301293198,153.2024820521787,1.4866574964463244,1.1310584151823924,production,2026.2.0,2026
00-0034351,Dallas Goedert,PHI,TE,53,6,10,150.97726361693924,11.742544825625089,17.871737656619757,123.80135616589018,178.1531710679883,0.62,12.857286547245716,,,,,,0.288277428540705,3.185221147550805,0.029064637903015198,82.56487856617169,57.694232440810765,667.254304805994,4.344115125559317,0.0,production,2026.2.0,2026
00-0033090,Hunter Henry,NE,TE,54,7,10,150.8651676367,9.593121044799238,17.75964167638051,123.709437462094,178.02089781130599,0.62,15.726390497124939,,,,,,0.5005181597393605,0.4182969889866653,0.029102531907581,91.14846025824127,58.33747680775103,633.7422441256501,4.822836921006632,0.0,production,2026.2.0,2026
00-0035710,Daniel Jones,IND,QB,55,9,10,241.447355269897,17.62799022992896,16.923343601463984,197.98683132131555,284.90787921847846,0.58,13.696816943996572,394.2619290916434,277.41882860246955,3503.7789654074254,21.849999999999998,7.779911561855649,45.97291953742608,188.6,2.5030835260215425,,,,,2.2112406894089807,production,2026.2.0,2026
00-0033288,George Kittle,SF,TE,56,8,10,149.80850096766468,8.864547257951866,16.702975007345202,122.84297079348505,176.77403114184432,0.62,16.899735159433018,,,,,,1.15,2.245432236566212,0.09851991811593762,73.50363771954817,60.50095637265162,626.5661458920788,4.320691659938795,0.04444134308991191,production,2026.2.0,2026
00-0036040,Juwan Johnson,NO,TE,57,9,10,149.41690655772288,9.289592954921034,16.3113805974034,122.52186337733278,176.311949738113,0.62,16.08433300390964,,,,,,0.0,-4.362261762753108,0.006303864473499193,100.54585569082961,70.0241428411125,627.1499810082724,3.090773095255997,0.7342349831592693,production,2026.2.0,2026
00-0040691,Jaxson Dart,NYG,QB,58,10,10,240.50504290201272,17.617362747756946,15.9810312335797,197.21413517965044,283.795950624375,0.62,13.651591690852479,389.84999999999997,248.39999999999998,2612.7999999999997,17.25,5.75,84.45175616224196,560.05,4.51467381700212,,,,,2.3,production,2026.2.0,2026
00-0037664,Alec Pierce,IND,WR,59,23,10,154.6291523304168,11.338218212447043,15.350251302859249,126.79590491094177,182.4623997498918,0.58,13.637870557180284,,,,,,0.5902450969997052,7.360452830001982,0.0,76.17620067185388,49.722699502426465,695.7888605599061,5.837372891001953,0.2163579285061044,production,2026.2.0,2026
00-0034348,Courtland Sutton,DEN,WR,60,24,10,151.00166980181896,10.157262545393502,11.722768774261425,123.82136923749155,178.18197036614637,0.62,14.86637458931303,,,,,,0.0,-5.617850996535279,0.0,77.46322931724448,65.89775015361029,664.1751551502824,3.2733597045737874,0.19598449730438192,production,2026.2.0,2026
00-0039893,Brian Thomas Jr.,JAX,WR,61,25,10,150.40910963714683,11.235337020776534,11.130208609589289,123.3354699024604,177.48274937183325,0.62,13.387147119753356,,,,,,3.280600936916387,9.272113453785549,0.09427433288653354,92.92228337206632,55.199999999999996,813.05,2.3,0.6943738527754698,production,2026.2.0,2026
