position,target,model,is_baseline,mae,rmse,spearman,folds
RB,rushing_yards,position_age_group_average,true,215.43128128098277,313.52962895664297,0.3313251405438452,8
WR,fantasy_points_ppr,historical_median_comparable_opportunity,true,30.99783161157513,56.00736522292965,0.648649678401937,8
QB,carries,previous_season_total,true,12.495294269886767,20.11308322641585,0.6179849914919648,8
TE,receptions,three_year_weighted_average,true,10.043480839046856,15.58711838644889,0.6016619622026543,8
WR,fantasy_points_ppr,elastic_net,false,31.53518360345311,44.31013603924377,0.7578574558552464,8
WR,receiving_tds,previous_season_per_game,true,1.1896825427379174,2.097308096627049,0.6035774165658732,8
QB,carries,three_year_weighted_average,true,12.495294269886767,20.11308322641585,0.6179849914919648,8
WR,receiving_tds,two_year_weighted_average,true,1.1896825427379174,2.097308096627049,0.6035774165658732,8
WR,receiving_yards,historical_median_comparable_opportunity,true,140.45465093111568,256.3335006503294,0.6512831956188451,8
QB,fumbles_lost,previous_season_total,true,1.161614714553451,1.8482853282862488,0.40538237505264,8
QB,fantasy_points_ppr,previous_season_total,true,51.268017146652056,83.78185355934656,0.6205105624024588,8
RB,carries,ridge,false,30.63316136759053,45.38469609937715,0.7359667615841095,8
QB,pass_attempts,three_year_weighted_average,true,109.18568819966204,170.9596126210294,0.5756861645271591,8
TE,receiving_tds,elastic_net,false,0.9221610972611041,1.4155293502019641,0.6258898823755453,8
TE,targets,historical_median_comparable_opportunity,true,13.401293134765883,23.24898377752742,0.5676759284098394,8
QB,pass_attempts,previous_season_total,true,109.18568819966204,170.9596126210294,0.5756861645271591,8
TE,receiving_tds,previous_season_per_game,true,1.0473107462917621,1.815354966818067,0.4975909048941184,8
WR,receptions,previous_season_per_game,true,12.486282413339083,18.98378022903123,0.6415503606892401,8
TE,fantasy_points_ppr,historical_median_comparable_opportunity,true,24.027845733432578,42.62551854477911,0.5738386670602779,8
RB,fumbles_lost,ridge_baseline,true,0.3209182560977294,0.5365353812229133,0.4212074040210425,8
RB,receiving_yards,elastic_net,false,58.2293124171087,90.57582022826422,0.6918825972928675,8
RB,receiving_yards,previous_season_total,true,66.92083401736957,110.77391328334238,0.5657687666525693,8
TE,fantasy_points_ppr,elastic_net,false,23.051650008322692,34.05759275101356,0.7250191735928077,8
RB,rushing_tds,previous_season_per_game,true,1.318438277219161,2.544007583839277,0.5462894178662251,8
TE,fumbles_lost,three_year_weighted_average,true,0.15448234066865665,0.4551421328469871,0.14378504989564786,8
QB,passing_yards,two_year_weighted_average,true,759.8197500849806,1215.0518010780384,0.5957816751494156,8
QB,passing_tds,two_year_weighted_average,true,4.916627675562638,8.449945247262209,0.632575239675553,8
WR,rushing_tds,elastic_net,false,0.06232668426468452,0.24204061771095153,0.2270496709103516,8
RB,rushing_tds,historical_median_comparable_opportunity,true,1.1021774360759673,2.59144591202742,0.5917151655826671,8
WR,fantasy_points_ppr,ridge,false,31.636968341365765,44.04544970375856,0.7678795300261267,8
TE,targets,two_year_weighted_average,true,14.520460499615806,22.397493272437973,0.5877272601008054,8
RB,rushing_tds,previous_season_total,true,1.318438277219161,2.544007583839277,0.5462894178662251,8
TE,receiving_tds,three_year_weighted_average,true,1.0473107462917621,1.815354966818067,0.4975909048941184,8
QB,completions,elastic_net,false,61.39417515582975,87.30353595380743,0.7150895883400097,8
TE,fumbles_lost,position_age_group_average,true,0.1599423276391883,0.31764748007569077,-0.0008794299706836838,8
WR,carries,ridge_baseline,true,1.191389939660512,2.738669924530055,0.48259425472470463,8
QB,completions,three_year_weighted_average,true,70.05926366258306,111.09180783859578,0.5841835943629654,8
WR,targets,position_age_group_average,true,31.9456127737551,39.92837285531519,0.23505970481000424,8
WR,targets,elastic_net,false,17.17587879649663,23.60745714820235,0.7612939207930494,8
RB,carries,three_year_weighted_average,true,34.07752893519018,56.49289354543148,0.5924044116473879,8
